('Basic EPS', '-', '0.74', '-0.98', '-1.14', '-2.37')
         82945 function calls (82814 primitive calls) in 0.953 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      633    0.000    0.000    0.001    0.000 __init__.py:492(string_container)
        1    0.000    0.000    0.000    0.000 __init__.py:51(lookup)
     1264    0.002    0.000    0.002    0.000 __init__.py:527(popTag)
     1265    0.002    0.000    0.003    0.000 __init__.py:541(pushTag)
        1    0.000    0.000    0.000    0.000 __init__.py:548(__init__)
     4164    0.002    0.000    0.009    0.000 __init__.py:555(endData)
       28    0.000    0.000    0.000    0.000 __init__.py:568(__missing__)
      634    0.001    0.000    0.003    0.000 __init__.py:589(object_was_parsed)
      226    0.001    0.000    0.001    0.000 __init__.py:617(_linkage_fixer)
        1    0.000    0.000    0.000    0.000 __init__.py:617(update)
     1264    0.002    0.000    0.005    0.000 __init__.py:657(_popToTag)
     1264    0.003    0.000    0.019    0.000 __init__.py:691(handle_starttag)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
     1264    0.001    0.000    0.006    0.000 __init__.py:729(handle_endtag)
     1265    0.001    0.000    0.001    0.000 __init__.py:739(handle_data)
        1    0.000    0.000    0.000    0.000 _collections.py:141(__init__)
       23    0.000    0.000    0.000    0.000 _collections.py:156(__getitem__)
       20    0.000    0.000    0.000    0.000 _collections.py:187(__iter__)
       19    0.000    0.000    0.000    0.000 _collections.py:215(add)
        1    0.000    0.000    0.000    0.000 _collections.py:231(extend)
        2    0.000    0.000    0.000    0.000 _collections.py:47(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:54(__getitem__)
        1    0.000    0.000    0.000    0.000 _collections.py:61(__setitem__)
        2    0.000    0.000    0.001    0.000 _collections.py:92(clear)
       39    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
       21    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       51    0.000    0.000    0.000    0.000 _collections_abc.py:672(keys)
       14    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
       65    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:701(__len__)
       51    0.000    0.000    0.000    0.000 _collections_abc.py:719(__iter__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
      250    0.000    0.000    0.001    0.000 _collections_abc.py:742(__iter__)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:824(update)
        5    0.000    0.000    0.000    0.000 _internal_utils.py:14(to_native_string)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:30(unicode_is_ascii)
        1    0.000    0.000    0.000    0.000 _lxml.py:103(parser_for)
        1    0.000    0.000    0.000    0.000 _lxml.py:119(__init__)
     5496    0.002    0.000    0.002    0.000 _lxml.py:130(_getNsTag)
        2    0.000    0.000    0.000    0.000 _lxml.py:138(prepare_markup)
        1    0.000    0.000    0.000    0.000 _lxml.py:220(close)
     1264    0.006    0.000    0.028    0.000 _lxml.py:223(start)
     1264    0.000    0.000    0.000    0.000 _lxml.py:269(_prefix_for_namespace)
     1264    0.002    0.000    0.015    0.000 _lxml.py:278(end)
     1080    0.001    0.000    0.002    0.000 _lxml.py:299(data)
        1    0.000    0.000    0.000    0.000 _lxml.py:302(doctype)
      185    0.000    0.000    0.003    0.000 _lxml.py:307(comment)
        1    0.000    0.000    0.000    0.000 _lxml.py:327(default_parser)
        1    0.018    0.018    0.065    0.065 _lxml.py:330(feed)
        1    0.000    0.000    0.000    0.000 _lxml.py:67(initialize_soup)
        1    0.000    0.000    0.000    0.000 _lxml.py:76(_register_namespaces)
       28    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
       19    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       28    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        2    0.000    0.000    0.000    0.000 _virtualenv.py:54(find_spec)
      414    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
    43/11    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 adapters.py:113(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:146(init_poolmanager)
        1    0.000    0.000    0.000    0.000 adapters.py:203(cert_verify)
        1    0.000    0.000    0.000    0.000 adapters.py:255(build_response)
        1    0.000    0.000    0.000    0.000 adapters.py:292(get_connection)
        2    0.000    0.000    0.001    0.000 adapters.py:319(close)
        1    0.000    0.000    0.000    0.000 adapters.py:329(request_url)
        1    0.000    0.000    0.000    0.000 adapters.py:358(add_headers)
        1    0.000    0.000    0.684    0.684 adapters.py:394(send)
        2    0.000    0.000    0.000    0.000 adapters.py:58(__init__)
        1    0.000    0.000    0.878    0.878 api.py:16(request)
        1    0.000    0.000    0.878    0.878 api.py:64(get)
        2    0.000    0.000    0.000    0.000 calendar.py:655(timegm)
        6    0.000    0.000    0.000    0.000 client.py:1000(_output)
        1    0.000    0.000    0.000    0.000 client.py:1021(_send_output)
        1    0.000    0.000    0.000    0.000 client.py:1075(putrequest)
        1    0.000    0.000    0.000    0.000 client.py:1206(_validate_method)
        5    0.000    0.000    0.000    0.000 client.py:1216(putheader)
        1    0.000    0.000    0.000    0.000 client.py:1244(endheaders)
        1    0.000    0.000    0.000    0.000 client.py:1257(request)
        1    0.000    0.000    0.000    0.000 client.py:1262(_send_request)
        5    0.000    0.000    0.000    0.000 client.py:1264(<genexpr>)
        1    0.000    0.000    0.524    0.524 client.py:1308(getresponse)
        1    0.000    0.000    0.001    0.001 client.py:207(parse_headers)
        1    0.000    0.000    0.000    0.000 client.py:240(__init__)
        1    0.000    0.000    0.523    0.523 client.py:270(_read_status)
        1    0.000    0.000    0.524    0.524 client.py:303(begin)
        1    0.000    0.000    0.000    0.000 client.py:383(_check_close)
        1    0.000    0.000    0.000    0.000 client.py:412(_close_conn)
        2    0.000    0.000    0.000    0.000 client.py:417(close)
        1    0.000    0.000    0.000    0.000 client.py:429(flush)
        2    0.000    0.000    0.000    0.000 client.py:440(isclosed)
       52    0.000    0.000    0.175    0.003 client.py:608(_safe_read)
        1    0.000    0.000    0.000    0.000 client.py:809(_get_content_length)
        1    0.000    0.000    0.000    0.000 client.py:841(__init__)
        1    0.000    0.000    0.000    0.000 client.py:885(_get_hostport)
        1    0.000    0.000    0.000    0.000 client.py:948(close)
        1    0.000    0.000    0.000    0.000 client.py:962(send)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 connection.py:101(_set_socket_options)
        1    0.000    0.000    0.000    0.000 connection.py:109(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 connection.py:115(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:132(host)
        1    0.000    0.000    0.000    0.000 connection.py:151(host)
        1    0.000    0.000    0.091    0.091 connection.py:161(_new_conn)
        1    0.000    0.000    0.000    0.000 connection.py:192(_is_using_tunnel)
        1    0.000    0.000    0.000    0.000 connection.py:208(putrequest)
        5    0.000    0.000    0.000    0.000 connection.py:221(putheader)
       10    0.000    0.000    0.000    0.000 connection.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:231(request)
        2    0.000    0.000    0.000    0.000 connection.py:237(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:297(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:323(set_cert)
        1    0.000    0.000    0.159    0.159 connection.py:356(connect)
        1    0.000    0.000    0.091    0.091 connection.py:38(create_connection)
        1    0.000    0.000    0.000    0.000 connection.py:533(_match_hostname)
        1    0.000    0.000    0.159    0.159 connectionpool.py:1002(_validate_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1063(_normalize_host)
        1    0.000    0.000    0.000    0.000 connectionpool.py:168(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:243(_get_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:282(_put_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:310(_validate_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:320(_get_timeout)
        1    0.000    0.000    0.683    0.683 connectionpool.py:357(_make_request)
        1    0.000    0.000    0.001    0.001 connectionpool.py:479(close)
        1    0.000    0.000    0.683    0.683 connectionpool.py:518(urlopen)
        1    0.000    0.000    0.000    0.000 connectionpool.py:74(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:882(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:931(_prepare_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:966(_new_conn)
        4    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        4    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        4    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        4    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1058(set_ok_port)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1210(vals_sorted_by_key)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1214(deepvalues)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1249(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1278(_cookies_for_request)
        2    0.000    0.000    0.000    0.000 cookiejar.py:128(offset_from_tz_string)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1285(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1344(add_cookie_header)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1377(_normalized_cookie_tuples)
        2    0.000    0.000    0.000    0.000 cookiejar.py:142(_str2time)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1474(_cookie_from_cookie_tuple)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1566(_cookies_from_attrs_set)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1575(_process_rfc2109_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1587(make_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1654(set_cookie)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1667(extract_cookies)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1723(clear_expired_cookies)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1742(__iter__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:220(http2time)
        2    0.000    0.000    0.000    0.000 cookiejar.py:334(split_header_words)
        7    0.000    0.000    0.000    0.000 cookiejar.py:43(_debug)
        2    0.000    0.000    0.000    0.000 cookiejar.py:445(strip_quotes)
        2    0.000    0.000    0.000    0.000 cookiejar.py:452(parse_ns_headers)
        6    0.000    0.000    0.000    0.000 cookiejar.py:521(is_HDN)
        2    0.000    0.000    0.000    0.000 cookiejar.py:536(domain_match)
        4    0.000    0.000    0.000    0.000 cookiejar.py:606(request_host)
        2    0.000    0.000    0.000    0.000 cookiejar.py:622(eff_request_host)
        2    0.000    0.000    0.000    0.000 cookiejar.py:633(request_path)
        4    0.000    0.000    0.000    0.000 cookiejar.py:663(escape_path)
        2    0.000    0.000    0.000    0.000 cookiejar.py:677(reach)
        2    0.000    0.000    0.000    0.000 cookiejar.py:712(is_third_party)
        2    0.000    0.000    0.000    0.000 cookiejar.py:72(_timegm)
        2    0.000    0.000    0.000    0.000 cookiejar.py:747(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:870(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:910(is_blocked)
        2    0.000    0.000    0.000    0.000 cookiejar.py:925(is_not_allowed)
        2    0.000    0.000    0.000    0.000 cookiejar.py:933(set_ok)
        2    0.000    0.000    0.000    0.000 cookiejar.py:952(set_ok_version)
        2    0.000    0.000    0.000    0.000 cookiejar.py:967(set_ok_verifiability)
        2    0.000    0.000    0.000    0.000 cookiejar.py:979(set_ok_name)
        2    0.000    0.000    0.000    0.000 cookiejar.py:988(set_ok_path)
        2    0.000    0.000    0.000    0.000 cookiejar.py:999(set_ok_domain)
        2    0.000    0.000    0.000    0.000 cookies.py:104(__init__)
        4    0.000    0.000    0.000    0.000 cookies.py:111(info)
        2    0.000    0.000    0.001    0.000 cookies.py:118(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 cookies.py:135(get_cookie_header)
        2    0.000    0.000    0.000    0.000 cookies.py:343(set_cookie)
        2    0.000    0.000    0.000    0.000 cookies.py:348(update)
        3    0.000    0.000    0.000    0.000 cookies.py:37(__init__)
        2    0.000    0.000    0.000    0.000 cookies.py:45(get_host)
        2    0.000    0.000    0.000    0.000 cookies.py:48(get_origin_req_host)
        3    0.000    0.000    0.000    0.000 cookies.py:508(cookiejar_from_dict)
        6    0.000    0.000    0.000    0.000 cookies.py:51(get_full_url)
        3    0.000    0.000    0.000    0.000 cookies.py:521(<listcomp>)
        2    0.000    0.000    0.000    0.000 cookies.py:529(merge_cookies)
        2    0.000    0.000    0.000    0.000 cookies.py:65(is_unverifiable)
        1    0.000    0.000    0.000    0.000 cookies.py:81(get_new_headers)
        2    0.000    0.000    0.000    0.000 cookies.py:84(unverifiable)
        2    0.000    0.000    0.000    0.000 cookies.py:88(origin_req_host)
        2    0.000    0.000    0.000    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 element.py:108(__new__)
        1    0.000    0.000    0.000    0.000 element.py:1090(for_name_and_ids)
     1265    0.004    0.000    0.012    0.000 element.py:1152(__init__)
  132/129    0.000    0.000    0.000    0.000 element.py:1302(string)
       75    0.000    0.000    0.000    0.000 element.py:1456(get)
     1859    0.000    0.000    0.000    0.000 element.py:1499(__bool__)
        1    0.000    0.000    0.000    0.000 element.py:1503(__setitem__)
        1    0.000    0.000    0.000    0.000 element.py:1518(__getattr__)
       78    0.000    0.000    0.000    0.000 element.py:1536(__eq__)
     2533    0.002    0.000    0.002    0.000 element.py:158(setup)
        3    0.000    0.000    0.008    0.003 element.py:1822(find)
        3    0.000    0.000    0.008    0.003 element.py:1847(find_all)
        1    0.000    0.000    0.000    0.000 element.py:1873(children)
     1147    0.000    0.000    0.000    0.000 element.py:1882(descendants)
        3    0.000    0.000    0.000    0.000 element.py:1985(__init__)
      251    0.000    0.000    0.000    0.000 element.py:2023(_normalize_search_value)
      744    0.001    0.000    0.004    0.000 element.py:2060(search_tag)
     1144    0.002    0.000    0.006    0.000 element.py:2123(search)
      245    0.001    0.000    0.002    0.000 element.py:2156(_matches)
        3    0.000    0.000    0.000    0.000 element.py:2242(__init__)
        2    0.000    0.000    0.000    0.000 element.py:389(_last_descendant)
        3    0.001    0.000    0.008    0.003 element.py:780(_find_all)
      634    0.001    0.000    0.002    0.000 element.py:932(__new__)
       29    0.000    0.000    0.000    0.000 enum.py:284(__call__)
       29    0.000    0.000    0.000    0.000 enum.py:526(__new__)
       54    0.000    0.000    0.000    0.000 enum.py:623(name)
        5    0.000    0.000    0.000    0.000 enum.py:628(value)
        4    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
        4    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        5    0.000    0.000    0.000    0.000 enum.py:830(__or__)
        1    0.000    0.000    0.000    0.000 enum.py:836(__and__)
        6    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
        4    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
        4    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
       16    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
        6    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        2    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
       22    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:173(feed)
        2    0.000    0.000    0.000    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        2    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
       22    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        7    0.000    0.000    0.000    0.000 financial.py:17(<genexpr>)
        1    0.000    0.000    0.953    0.953 financial.py:19(main)
        1    0.000    0.000    0.953    0.953 financial.py:8(get_company_row)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        3    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
        3    0.000    0.000    0.000    0.000 hooks.py:18(<dictcomp>)
        1    0.000    0.000    0.000    0.000 hooks.py:23(dispatch_hook)
        3    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 inspect.py:1089(getfullargspec)
        2    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:2117(_signature_from_function)
      2/1    0.000    0.000    0.000    0.000 inspect.py:2198(_signature_from_callable)
        4    0.000    0.000    0.000    0.000 inspect.py:2467(__init__)
        8    0.000    0.000    0.000    0.000 inspect.py:2517(name)
        5    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        4    0.000    0.000    0.000    0.000 inspect.py:2525(annotation)
        4    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2750(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:2799(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
        1    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        2    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        1    0.000    0.000    0.000    0.000 message.py:451(items)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        9    0.000    0.000    0.000    0.000 message.py:462(get)
       19    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 models.py:175(register_hook)
        1    0.000    0.000    0.000    0.000 models.py:184(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:226(__init__)
        1    0.000    0.000    0.000    0.000 models.py:293(__init__)
        1    0.000    0.000    0.000    0.000 models.py:310(prepare)
        1    0.000    0.000    0.000    0.000 models.py:342(prepare_method)
        1    0.000    0.000    0.000    0.000 models.py:358(prepare_url)
        1    0.000    0.000    0.000    0.000 models.py:444(prepare_headers)
        1    0.000    0.000    0.000    0.000 models.py:455(prepare_body)
        1    0.000    0.000    0.000    0.000 models.py:529(prepare_content_length)
        1    0.000    0.000    0.000    0.000 models.py:542(prepare_auth)
        1    0.000    0.000    0.000    0.000 models.py:564(prepare_cookies)
        1    0.000    0.000    0.000    0.000 models.py:584(prepare_hooks)
        1    0.000    0.000    0.000    0.000 models.py:604(__init__)
        1    0.000    0.000    0.000    0.000 models.py:61(path_url)
        1    0.000    0.000    0.000    0.000 models.py:715(is_redirect)
        1    0.000    0.000    0.000    0.000 models.py:737(iter_content)
       31    0.000    0.000    0.189    0.006 models.py:754(generate)
        1    0.000    0.000    0.000    0.000 models.py:82(_encode_params)
        3    0.000    0.000    0.190    0.063 models.py:823(content)
        1    0.001    0.001    0.001    0.001 models.py:843(text)
        1    0.000    0.000    0.000    0.000 models.py:930(raise_for_status)
        1    0.000    0.000    0.001    0.001 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
      238    0.000    0.000    0.001    0.000 os.py:673(__getitem__)
      230    0.000    0.000    0.000    0.000 os.py:696(__iter__)
      238    0.000    0.000    0.000    0.000 os.py:751(encode)
      444    0.000    0.000    0.000    0.000 os.py:755(decode)
       45    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:146(username)
       12    0.000    0.000    0.000    0.000 parse.py:154(hostname)
        1    0.000    0.000    0.000    0.000 parse.py:178(_userinfo)
       12    0.000    0.000    0.000    0.000 parse.py:190(_hostinfo)
        1    0.000    0.000    0.000    0.000 parse.py:325(geturl)
       19    0.000    0.000    0.000    0.000 parse.py:361(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:386(_splitnetloc)
        1    0.000    0.000    0.000    0.000 parse.py:394(_checknetloc)
       22    0.000    0.000    0.000    0.000 parse.py:412(urlsplit)
